T (BPM),boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017
0.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,1.0,1.0,1.0,1.0,1.0,1.0
3.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,1.0,1.0,1.0,1.0,1.0,1.0
6.0,1.0,1.0,1.0,1.0,1.0,1.0
7.0,1.0,1.0,1.0,1.0,1.0,1.0
8.0,1.0,1.0,1.0,1.0,1.0,1.0
9.0,1.0,1.0,1.0,1.0,1.0,1.0
10.0,1.0,1.0,1.0,1.0,1.0,1.0
11.0,1.0,1.0,1.0,1.0,1.0,1.0
12.0,1.0,1.0,1.0,1.0,1.0,1.0
13.0,1.0,1.0,1.0,1.0,1.0,1.0
14.0,1.0,1.0,1.0,1.0,1.0,1.0
15.0,1.0,1.0,1.0,1.0,1.0,1.0
16.0,1.0,1.0,1.0,1.0,1.0,1.0
17.0,1.0,1.0,1.0,1.0,1.0,1.0
18.0,1.0,1.0,1.0,1.0,1.0,1.0
19.0,1.0,1.0,1.0,1.0,1.0,1.0
20.0,1.0,1.0,1.0,1.0,1.0,1.0
21.0,1.0,1.0,1.0,1.0,1.0,1.0
22.0,1.0,1.0,1.0,1.0,1.0,1.0
23.0,1.0,1.0,1.0,1.0,1.0,1.0
24.0,1.0,1.0,1.0,1.0,1.0,1.0
25.0,1.0,1.0,1.0,1.0,1.0,1.0
26.0,1.0,1.0,1.0,1.0,1.0,1.0
27.0,1.0,1.0,1.0,1.0,1.0,1.0
28.0,1.0,1.0,1.0,1.0,1.0,1.0
29.0,1.0,1.0,1.0,1.0,1.0,1.0
30.0,1.0,1.0,1.0,1.0,1.0,1.0
31.0,1.0,1.0,1.0,1.0,1.0,1.0
32.0,1.0,1.0,1.0,1.0,1.0,1.0
33.0,1.0,1.0,1.0,1.0,1.0,1.0
34.0,1.0,1.0,1.0,1.0,1.0,1.0
35.0,1.0,1.0,1.0,1.0,1.0,1.0
36.0,1.0,1.0,1.0,1.0,1.0,1.0
37.0,1.0,1.0,1.0,1.0,1.0,1.0
38.0,0.0,0.0,0.0,0.0,0.0,0.0
39.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0,0.0,0.0,0.0,0.0,0.0,0.0
43.0,0.18518518518518517,0.0,0.1111111111111111,0.18518518518518517,0.0,0.2222222222222222
44.0,0.1724137931034483,0.0,0.13793103448275862,0.1724137931034483,0.0,0.20689655172413793
45.0,0.20930232558139536,0.0,0.11627906976744186,0.11627906976744186,0.0,0.23255813953488372
46.0,0.22950819672131148,0.0,0.13114754098360656,0.16393442622950818,0.01639344262295082,0.22950819672131148
47.0,0.21428571428571427,0.0,0.14285714285714285,0.15714285714285714,0.02857142857142857,0.2
48.0,0.2361111111111111,0.0,0.1388888888888889,0.16666666666666666,0.027777777777777776,0.2222222222222222
49.0,0.2465753424657534,0.0,0.1506849315068493,0.1780821917808219,0.0410958904109589,0.2328767123287671
50.0,0.31896551724137934,0.008620689655172414,0.16379310344827586,0.22413793103448276,0.16379310344827586,0.3103448275862069
51.0,0.37593984962406013,0.007518796992481203,0.18045112781954886,0.2556390977443609,0.19548872180451127,0.3684210526315789
52.0,0.3945578231292517,0.013605442176870748,0.1836734693877551,0.272108843537415,0.22448979591836735,0.3945578231292517
53.0,0.4260355029585799,0.011834319526627219,0.1893491124260355,0.3076923076923077,0.22485207100591717,0.40236686390532544
