Estimator,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,davies2009/mirex_qm_tempotracker,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,zplane/auftakt_v3
boeck2015/tempodetector2016_default,1.0,7.499196212870584e-15,3.663446402324772e-14,4.8323820232953916e-21,2.1936422676783788e-38,1.681847711021283e-31,2.5180562644965834e-28,6.955697735847294e-29,4.350270369024449e-26,2.38647232663193e-44,7.322317539663461e-23,0.20311483634312788,3.7913982245590622e-06,1.9826599484663436e-17,3.0984729664322615e-12,2.970770255782769e-12,3.2226810632723066e-24
boeck2019/multi_task,7.499196212870584e-15,1.0,0.625,3.239646538088958e-43,1.29195020045442e-62,7.280107196237939e-50,3.314809853546393e-47,8.224594955172573e-49,7.017310528589705e-46,3.195701131684932e-73,8.761538923400232e-43,8.637551655996457e-12,0.0001206291159979032,0.8776143287523163,0.07590472948910146,0.058064146792409094,5.12153370704596e-44
boeck2019/multi_task_hjdb,3.663446402324772e-14,0.625,1.0,3.634924798106198e-42,4.54721142534504e-62,2.616081866553839e-48,3.696563699646893e-46,9.753237692996203e-48,7.658534174991069e-45,6.964080735947594e-72,2.4154301130068693e-41,3.7651773363237454e-11,0.0003777920142067629,0.6358280026288411,0.11892045255943637,0.1047894824266034,5.6128883519316194e-43
davies2009/mirex_qm_tempotracker,4.8323820232953916e-21,3.239646538088958e-43,3.634924798106198e-42,1.0,8.668992037682152e-08,0.019517481182177752,0.0818369519006448,0.028590893764117848,0.257842699543569,3.127081240477308e-11,0.6850706623180767,4.824184038035774e-20,2.8154027502986206e-34,2.489355376200128e-47,1.6482007647947046e-39,5.1261876016104534e-42,0.718347758347887
echonest/version_3_2_1,2.1936422676783788e-38,1.29195020045442e-62,4.54721142534504e-62,8.668992037682152e-08,1.0,0.0020157533091078486,1.441883413725243e-05,5.916999895850036e-05,3.561139654029255e-06,0.1477586915571686,3.24379306295946e-07,2.4154301130068693e-41,5.77357415199351e-54,1.6655238263051552e-71,3.810889954155054e-65,1.036613504524108e-65,6.938715858875826e-08
gkiokas2012/default,1.681847711021283e-31,7.280107196237939e-50,2.616081866553839e-48,0.019517481182177752,0.0020157533091078486,1.0,0.24095466870156684,0.47495853988950676,0.049800114294728644,3.940158272513185e-05,0.0035448128470210514,3.932224073099867e-30,6.434965644416499e-41,5.813522915644416e-56,1.5957558052436968e-49,2.8659480097244955e-54,0.006377301421688326
klapuri2006/percival2014,2.5180562644965834e-28,3.314809853546393e-47,3.696563699646893e-46,0.0818369519006448,1.441883413725243e-05,0.24095466870156684,1.0,0.6358280026288411,0.5900533317766368,3.4064260010417157e-07,0.12991792302255256,1.4715280498329981e-27,9.463983111462021e-39,4.4172193513814e-54,1.155270177856942e-45,1.0865787032014303e-51,0.04355852192384191
oliveira2010/ibt,6.955697735847294e-29,8.224594955172573e-49,9.753237692996203e-48,0.028590893764117848,5.916999895850036e-05,0.47495853988950676,0.6358280026288411,1.0,0.29759520828442887,9.611058383957863e-07,0.06467168750236404,2.0431834480419477e-24,2.1936422676783788e-38,1.0017758572304192e-53,3.596994544331758e-46,5.4813913983883425e-52,0.0175332352990849
percival2014/stem,4.350270369024449e-26,7.017310528589705e-46,7.658534174991069e-45,0.257842699543569,3.561139654029255e-06,0.049800114294728644,0.5900533317766368,0.29759520828442887,1.0,8.839747996494482e-08,0.3581433018061377,4.7343670404475555e-23,4.433445475308837e-36,6.290652532358733e-52,9.34484045372573e-44,1.9951439140868205e-49,0.26243753571104356
scheirer1998/percival2014,2.38647232663193e-44,3.195701131684932e-73,6.964080735947594e-72,3.127081240477308e-11,0.1477586915571686,3.940158272513185e-05,3.4064260010417157e-07,9.611058383957863e-07,8.839747996494482e-08,1.0,7.764036537930667e-09,2.6945991506096916e-47,2.1477197554896168e-64,3.7055407327877014e-78,1.3368626819788185e-72,3.0769947707580855e-73,1.9687773913518162e-09
schreiber2014/default,7.322317539663461e-23,8.761538923400232e-43,2.4154301130068693e-41,0.6850706623180767,3.24379306295946e-07,0.0035448128470210514,0.12991792302255256,0.06467168750236404,0.3581433018061377,7.764036537930667e-09,1.0,4.246524322063324e-25,2.2892526331555382e-35,2.5148497063782468e-48,1.2783914799598704e-41,2.1975156375764326e-46,1.0
schreiber2017/ismir2017,0.20311483634312788,8.637551655996457e-12,3.7651773363237454e-11,4.824184038035774e-20,2.4154301130068693e-41,3.932224073099867e-30,1.4715280498329981e-27,2.0431834480419477e-24,4.7343670404475555e-23,2.6945991506096916e-47,4.246524322063324e-25,1.0,7.288430776686279e-07,1.5200508481866854e-16,3.101449556521139e-09,5.009491053445631e-09,4.9262249020437994e-21
schreiber2017/mirex2017,3.7913982245590622e-06,0.0001206291159979032,0.0003777920142067629,2.8154027502986206e-34,5.77357415199351e-54,6.434965644416499e-41,9.463983111462021e-39,2.1936422676783788e-38,4.433445475308837e-36,2.1477197554896168e-64,2.2892526331555382e-35,7.288430776686279e-07,1.0,3.1836287379335983e-06,0.02446090732832436,0.0319271620832124,5.5412586458667274e-33
schreiber2018/cnn,1.9826599484663436e-17,0.8776143287523163,0.6358280026288411,2.489355376200128e-47,1.6655238263051552e-71,5.813522915644416e-56,4.4172193513814e-54,1.0017758572304192e-53,6.290652532358733e-52,3.7055407327877014e-78,2.5148497063782468e-48,1.5200508481866854e-16,3.1836287379335983e-06,1.0,0.01952047278246027,0.007632078602910038,2.0682881298795802e-49
schreiber2018/fcn,3.0984729664322615e-12,0.07590472948910146,0.11892045255943637,1.6482007647947046e-39,3.810889954155054e-65,1.5957558052436968e-49,1.155270177856942e-45,3.596994544331758e-46,9.34484045372573e-44,1.3368626819788185e-72,1.2783914799598704e-41,3.101449556521139e-09,0.02446090732832436,0.01952047278246027,1.0,0.9999999999999998,6.757537967647108e-42
schreiber2018/ismir2018,2.970770255782769e-12,0.058064146792409094,0.1047894824266034,5.1261876016104534e-42,1.036613504524108e-65,2.8659480097244955e-54,1.0865787032014303e-51,5.4813913983883425e-52,1.9951439140868205e-49,3.0769947707580855e-73,2.1975156375764326e-46,5.009491053445631e-09,0.0319271620832124,0.007632078602910038,0.9999999999999998,1.0,1.0984535005109683e-47
zplane/auftakt_v3,3.2226810632723066e-24,5.12153370704596e-44,5.6128883519316194e-43,0.718347758347887,6.938715858875826e-08,0.006377301421688326,0.04355852192384191,0.0175332352990849,0.26243753571104356,1.9687773913518162e-09,1.0,4.9262249020437994e-21,5.5412586458667274e-33,2.0682881298795802e-49,6.757537967647108e-42,1.0984535005109683e-47,1.0
