Estimator,OE1_MEAN,OE1_STDEV,OE2_MEAN,OE2_STDEV
schreiber2018/cnn,0.13501825845765314,0.3886347629810842,-0.004591404668028817,0.04408160755221775
schreiber2018/fcn,0.10143919944897714,0.4023597999679654,-0.0063760842451036125,0.05174129008025895
schreiber2018/ismir2018,0.13198139379956805,0.4518400080192165,-0.008404678904162207,0.05901481461813577
echonest/version_3_2_1,0.09498306638483459,0.46135535212526774,-0.013179894611141954,0.08749787603646014
schreiber2014/default,-0.004798100585479398,0.46148301108970735,-0.01585126547960788,0.0759654505760606
boeck2015/tempodetector2016_default,0.20995966574566402,0.4957346701371537,-0.004855032853285839,0.04873412283609655
zplane/auftakt_v3,0.10802280457789436,0.5031880228329941,-0.018285519893770957,0.0921017154594908
percival2014/stem,0.027114874811823824,0.5040429446421171,-0.0036226074597255583,0.051030640148228584
schreiber2017/mirex2017,0.11674827836339782,0.5093840030993613,-0.008797501784583652,0.0629372173105897
schreiber2017/ismir2017,0.13164189533511608,0.512703960614237,-0.008208796161406025,0.06075545889301765
gkiokas2012/default,0.0785698007140754,0.5135710278880478,-0.007433506028116377,0.058071905968204676
davies2009/mirex_qm_tempotracker,0.2578290936174639,0.5266442582400639,0.02292907587366955,0.07142369235865587
oliveira2010/ibt,0.24731980647181626,0.5368002418495115,-0.007424502045982452,0.08154149742659604
klapuri2006/percival2014,0.1409037987506383,0.543259744944201,-0.005276547003760245,0.058048656436671744
scheirer1998/percival2014,0.06968105621628869,0.5681222162144678,0.030607380525366126,0.15164457903222023
