Estimator,AOE1_MEAN,AOE1_STDEV,AOE2_MEAN,AOE2_STDEV
boeck2015/tempodetector2016_default,0.12769247043370807,0.3070511085715189,0.032337530640467155,0.07837264784125847
schreiber2018/ismir2018,0.1437278812335814,0.30800896160292235,0.0459414433745342,0.09960054370492226
schreiber2018/cnn,0.1555303661830826,0.3180011522575036,0.05194104007373715,0.11444762561453531
schreiber2018/fcn,0.18040328421550375,0.3720438066060293,0.03918071921672091,0.08780248366908254
oliveira2010/ibt,0.19397588211254677,0.3368398531789058,0.06610495556985235,0.1270889618355749
klapuri2006/percival2014,0.21104720635122887,0.367013061630484,0.05257160093237325,0.11582372331370572
schreiber2014/default,0.2249593507196289,0.380723639755145,0.04377634558780962,0.09906024783532008
zplane/auftakt_v3,0.22606911924430712,0.3750494927407558,0.05832145081171192,0.12630716838722889
percival2014/stem,0.2357096475461942,0.39639395576570663,0.038423890806737956,0.09413273224194905
davies2009/mirex_qm_tempotracker,0.24130307412992108,0.40571941268261397,0.058377634662001916,0.09343765865900204
echonest/version_3_2_1,0.24933333615885359,0.4055339581264374,0.04054855698793246,0.0953783744112704
schreiber2017/mirex2017,0.2961767958099125,0.4603139907085198,0.046553907761774774,0.11357633327717226
gkiokas2012/default,0.2991731729675376,0.44789199476442093,0.04343211972278278,0.10150275339120461
schreiber2017/ismir2017,0.30361143656230316,0.4636671237117902,0.046553907879467595,0.11357633286118597
scheirer1998/percival2014,0.34466565784795244,0.4181678609567388,0.10160577281551357,0.1505876164715374
