Tolerance (%),boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
0.0,0.10458081244598098,0.0,0.0,0.0,0.0,0.0,0.857389801210026,0.8366464995678479,0.8357821953327571
0.0005,0.10803802938634399,0.01728608470181504,0.2757130509939499,0.6663785652549697,0.7363872082973206,0.7372515125324114,0.857389801210026,0.8366464995678479,0.8357821953327571
0.001,0.12532411408815902,0.01728608470181504,0.39325842696629215,0.7165082108902333,0.7528089887640449,0.7536732929991357,0.857389801210026,0.8366464995678479,0.8357821953327571
0.0015,0.1365600691443388,0.018150388936905792,0.5989628349178912,0.7277441659464131,0.7683664649956785,0.7692307692307693,0.857389801210026,0.8366464995678479,0.8357821953327571
0.002,0.13742437337942956,0.04753673292999136,0.662057044079516,0.7372515125324114,0.7744165946413137,0.7752808988764045,0.857389801210026,0.8366464995678479,0.8357821953327571
0.0025,0.1581676750216076,0.05012964563526361,0.675885911840968,0.7407087294727744,0.777009507346586,0.7778738115816768,0.857389801210026,0.8366464995678479,0.8357821953327571
0.003,0.32238547968885045,0.05012964563526361,0.6836646499567848,0.749351771823682,0.7847882454624028,0.7856525496974935,0.857389801210026,0.8366464995678479,0.8357821953327571
0.0035,0.45721694036300775,0.06136560069144339,0.6983578219533275,0.7528089887640449,0.7865168539325843,0.7873811581676751,0.857389801210026,0.8366464995678479,0.8357821953327571
0.004,0.4701815038893691,0.09161624891961971,0.7035436473638721,0.759723422644771,0.7891097666378565,0.7899740708729472,0.857389801210026,0.8366464995678479,0.8357821953327571
0.0045,0.5021607605877269,0.10285220397579949,0.7087294727744166,0.7631806395851339,0.7968885047536733,0.797752808988764,0.857389801210026,0.8366464995678479,0.8357821953327571
0.005,0.5220397579948142,0.10544511668107173,0.7104580812445981,0.7744165946413137,0.8046672428694901,0.8055315471045809,0.857389801210026,0.8366464995678479,0.8357821953327571
0.0055,0.5799481417458946,0.10717372515125324,0.7156439066551427,0.7778738115816768,0.808124459809853,0.8098530682800346,0.857389801210026,0.8383751080380294,0.8357821953327571
