Estimator,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
0,-0.4133896463973617,0.0001648700122803618,0.0001648700122803618,0.4247409243865706,0.0015276232851052986,0.0005144969597520514,-0.00013553726060531836,-0.00013553726060531836,0.0,-0.00826761598360044,0.0
1,-0.014355292977070054,0.002711431212763305,0.0018557401788469898,0.0047487842554576176,-0.009329052980369124,-0.003157741720295561,-0.00259346711248151,-0.00259346711248151,0.0,0.0,0.0
2,-0.004851481473923584,0.0031910074204059458,0.0025739436638263814,0.42473938900270913,0.001524329182542226,0.0005143321390983276,0.0001083011126038656,0.0001083011126038656,0.0,0.0,0.0
3,0.008888096132200913,0.005662393187730457,0.008243532269859058,0.43337960680416554,0.001667051308266115,-0.0001611369614836671,-0.0001611369614836671,-0.0001611369614836671,0.00808234629785853,0.0,0.0
4,0.0,0.0023424766941790177,0.001982343132426399,0.013453326682677274,0.002225443147068983,-0.00034899407118724006,6.582281108277653e-06,6.582281108277653e-06,0.0,0.0,0.0
5,-0.0006634605961439046,0.0013260065647534827,-0.0013272264421701175,0.034458605558681084,-0.002379921334930202,-0.0003447955654340049,-0.0003447955654340049,-0.0003447955654340049,0.0,0.0,0.0
6,-0.004851481473923584,0.0026768059533346833,0.0017507812189059288,0.036176753110700025,0.001524329182542226,0.0001083011126038656,-0.00029805036099369095,-0.00029805036099369095,0.0,0.0,0.0
7,-0.034215715337912955,-0.022033242380522542,-0.02272007650008353,-0.022170583048043944,-0.022170583048043944,-0.02301808105177262,-0.022566655185453935,-0.022566655185453935,-0.02272007650008353,-0.02272007650008353,-0.02272007650008353
8,0.0013640664602633083,-0.0059585309315001314,-0.0020485209742709893,0.4254883377999978,0.0018022426339853838,0.0001411432589968161,0.0001411432589968161,0.0001411432589968161,0.0,0.0,0.0
9,0.008155241547578252,-0.004786283714118064,-0.006816039814074137,0.04076067267841257,0.0018421649387303095,-0.0006864082686034842,3.841009550420439e-05,3.841009550420439e-05,0.0,-0.009218530029378662,-0.009218530029378662
10,-0.002853654920838868,-0.007796029399038455,-0.004499232513442387,0.4281134980720881,-0.0025195721163206305,0.00016421599930443458,0.00016421599930443458,0.00016421599930443458,0.0,0.0,0.0
11,0.11320428004778883,0.11743733111677684,0.11712801647398613,-0.26080833457437064,0.11958420833128354,0.11816406263431618,0.11775771116071862,0.11775771116071862,0.11805576152171224,0.11805576152171224,0.11805576152171224
12,0.012084854709155771,0.016957693744843953,0.010990405058935079,0.43414073903060224,0.013101107328228051,0.08080884649332658,0.006808197477651024,0.006808197477651024,0.00846157874819607,0.016873818564396122,0.00846157874819607
13,-0.0006634605961439046,0.0004973952957007349,-0.001991297819091524,0.009795239268705765,-0.002379921334930202,0.0003092342414516489,-0.0003447955654340049,-0.0003447955654340049,0.0,0.0,0.0
14,-0.4133896463973617,0.002800231020715683,0.0,0.026189370442334933,0.0015276232851052986,-0.0007857985108058768,-0.00013553726060531836,-0.00013553726060531836,0.0,0.0,-0.00826761598360044
15,-0.004851481473923584,-0.0007215279174593579,-0.0003091820651664217,0.42473938900270913,0.0015284468095710865,0.0005144351520090716,-0.00029805036099369095,-0.00029805036099369095,0.0,0.0,0.0
16,-0.004851481473923584,-0.005368557942986737,-0.0058858198039251335,0.4512107349650037,0.0015284468095710865,0.2450175653795289,0.0001083011126038656,0.0001083011126038656,0.0,0.0,0.0
17,0.0,0.00019234651596904814,-0.0004809785145030927,0.01909933150174009,-0.001961474459144891,0.0013806715437524287,-0.00013542733066026794,-0.00013542733066026794,0.009586048829197932,0.0,0.0
18,-0.004851481473923584,0.0005151562421776864,0.0011331010149985903,0.42473938900270913,0.001524329182542226,0.0001083011126038656,0.0001083011126038656,0.0001083011126038656,0.0,0.0,0.0
19,0.004759307341953563,-0.0037684698159125875,-0.0031397075305672497,0.4454964137840109,-0.001958375776071256,-0.00033336379256503746,-0.00033336379256503746,-0.00033336379256503746,0.0,0.0,0.0
20,-0.0006634605961439046,0.002319712291714628,0.0004973952957007349,0.43300854037017095,-0.002379921334930202,-0.000998956062075347,0.0003092342414516489,0.0003092342414516489,0.0,0.0,0.0
21,-0.004788963855240325,-0.018232288571444953,-0.020017223895526886,0.417266920466206,-0.015696381101863922,-0.16904223736060014,-0.16904223736060014,-0.16904223736060014,-0.016873818564396213,-0.025385318419913663,-0.016873818564396213
22,0.003659342585595573,0.0014877275368712678,0.0009157061817349694,0.03617116989314686,0.0005494934520395503,-0.0002980045516890342,0.00015342131462972835,0.00015342131462972835,0.0,0.0,0.0
23,-0.034215715337912955,-0.03768234505769225,-0.03826092739586159,-0.022170583048043944,-0.03530103013819136,-0.034351335045982735,-0.034351335045982735,-0.034351335045982735,-0.034215715337912955,-0.034215715337912955,-0.034215715337912955
24,0.003659342585595573,-0.00011450415029541634,0.0010301285984892238,0.4512142523895436,0.0005494934520395503,-0.0002980045516890342,0.00015342131462972835,0.00015342131462972835,0.0,0.0,0.0
25,0.014528423307397486,-0.007714965128005401,-0.0012246244943438197,0.014862506111915709,-0.0024835719550208245,-0.0002733510278162855,-0.0002733510278162855,-0.000273438480450331,0.0,0.0,0.0
26,-0.004851481473923584,-0.00319808105986095,-0.0016497372190927406,0.42473938900270913,0.001524329182542226,-0.00029805036099369095,0.0001083011126038656,0.0001083011126038656,0.0,0.0,0.0
27,-0.02973532098547122,-0.036229968929237244,-0.03658506472810646,-0.022718610905865744,-0.03127957755718872,-0.03514510100233768,-0.03514510100233768,-0.03514510100233768,-0.035046947099200795,-0.035046947099200795,-0.035046947099200795
28,-0.004748088415443274,0.005040616700530137,0.0029853488254903584,0.20609840462507312,0.0015284468095710865,0.0005144351520090716,0.0001083011126038656,0.0001083011126038656,0.0,0.0,0.0
29,-0.004851481473923584,0.002368197080350207,0.003499440353892636,0.42473938900270913,0.001524329182542226,-0.00029805036099369095,0.0001083011126038656,0.0001083011126038656,0.0,0.0,0.0
30,0.011145087252848762,0.005778819458967451,0.007049012594524511,0.43526935859258314,0.011583263426570867,0.00953778920022373,0.00992216405158226,0.00992216405158226,0.009781020792585396,0.009781020792585396,0.009781020792585396
31,0.0038138531148822156,-0.010006188849752148,-0.0018044968467477165,-0.30666720059036273,-1.0608090771646278e-05,0.00029943422526777915,-0.00011881507229048795,-0.00011881507229048795,0.0,0.0,0.0
32,0.17007888070659247,-0.0009236204162384313,0.006219019146268959,0.41540389728865196,-0.001089934906121015,0.00031955041336048315,-0.00013561970806976338,-0.00013561970806976338,0.0,0.0,0.0
33,-0.004851481473923584,0.008015563976171638,0.006272373480489459,0.42473938900270913,0.001524329182542226,-0.00029805036099369095,0.0001083011126038656,0.0001083011126038656,0.0,0.0,0.0
34,-0.0032613820723354273,0.0013954813671191756,0.0023250529462439857,0.023633106565081,0.4154010358918016,2.9551676397903808e-05,2.9551676397903808e-05,2.9551676397903808e-05,0.0,0.0,0.0
35,-0.0006634605961439046,0.0004973952957007349,-0.0016592239216904193,0.009795239268705765,-0.002379921334930202,0.001615742469777428,-0.0003447955654340049,-0.0003447955654340049,0.0,0.0,0.0
36,-0.4157009598749877,-0.0016592239216904193,-0.003819071798065976,0.43300854037017095,-0.002379921334930202,-0.0003447955654340049,-0.0003447955654340049,-0.0003447955654340049,0.0,0.0,0.0
